"latlng","name","type"
"30.398501899999996,78.0754093","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398405199999996,78.0752999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398607300000002,78.07556740000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399276,78.07632509999999","Dehradun Department of Architecture Bhagwant Pur ","[u'locality', u'political'] [u'university', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399649800000002,78.07677079999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4009684,78.0791664","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3996377,78.07675959999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399627600000002,78.07677079999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3996493,78.07676140000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4005651,78.07671490000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399511800000003,78.0762359","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989646,78.0746314","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3991224,78.0748988","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398859499999997,78.0744531","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398232300000004,78.0754737","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972089,78.0769212","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3961395,78.07519140000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3974313,78.0741187","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397545500000003,78.07446209999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3977706,78.0744308","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397523100000004,78.07467109999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.39767,78.0745422","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3979386,78.0748097","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3979549,78.0746627","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398049100000005,78.07456440000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3976959,78.0743417","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399848600000002,78.0774839","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3980614,78.07469820000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398226399999995,78.0754733","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397980699999998,78.0746647","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.394643300000002,78.07398609999998","Mussoorie Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.395246500000002,78.0737333","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3933789,78.0741692","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3935609,78.0737575","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.394254399999998,78.0739152","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.393158500000002,78.07311120000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396128000000004,78.0748609","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3963484,78.0759188","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3965304,78.0755072","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398166399999997,78.0747539","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971619,78.07456440000001","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397262100000006,78.074208","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3960325,78.07646899999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397024199999997,78.0743862","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3956566,78.0744158","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3954668,78.0747912","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398816999999998,78.07555620000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4025985,78.0792217","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399124,78.0746759","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398936499999998,78.07468709999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3986775,78.07555409999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399491700000002,78.07643159999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989043,78.07469820000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3988841,78.0747205","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989347,78.0747874","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399113899999996,78.07468709999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3955122,78.0747066","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3931532,78.0731037","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395733899999996,78.07577370000001","Mussoorie Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3957457,78.074217","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396212800000004,78.0732376","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396122700000003,78.07485329999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.394811600000004,78.07617590000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3959271,78.0753552","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.393568,78.073752","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3965375,78.0755017","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.393374800000004,78.0741708","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3966385,78.07530820000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395450699999998,78.0746084","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3939767,78.0732614","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397280199999997,78.0741634","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3957196,78.07503100000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3925412,78.0730769","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.394229499999998,78.07598349999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.394839899999997,78.07613","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3936473,78.07579100000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3939584,78.0750024","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990772,78.0778238","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395975399999994,78.0765428","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395994399999996,78.07651820000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398197999999997,78.0751042","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990333,78.0766627","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395663800000005,78.0765104","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395225099999998,78.0764249","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3959183,78.0766166","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397379100000002,78.0766726","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3908459,78.07448790000001","Dehradun Guniyal Gaon ","[u'locality', u'political'] [u'locality', u'political'] "
"30.398619800000002,78.0782304","Dehradun Kamaal Auto Service Center Bhagwant Pur ","[u'locality', u'political'] [u'premise', u'car_repair', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3988935,78.07744699999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.400475800000002,78.0776075","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399572600000003,78.07674190000002","Dehradun Vedanta Bhagwant Pur ","[u'locality', u'political'] [u'library', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3994109,78.0762248","Dehradun Faculty Of Architecture, DIT University Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398906699999998,78.0749657","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397042499999998,78.0745344","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397524699999998,78.0749287","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3974498,78.0743193","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971594,78.0742971","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3980314,78.0748542","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398017499999998,78.0749434","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397710399999998,78.0746202","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3984346,78.0751446","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990636,78.0759462","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399266100000002,78.0764588","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3993364,78.07625820000001","Dehradun Faculty Of Architecture, DIT University Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399877500000002,78.0779184","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399787,78.0780187","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
